parcel_id,building_id,overlap_fraction,intersection_area_sqm,distance_m,relationship_type
SYN-P0059,MS-123301331-103287,1.0,180.8894,0.0,within_parcel
SYN-P0059,MS-123301331-109334,0.0,0.0,2.497,adjacent_no_overlap
SYN-P0059,MS-123301331-147889,0.089051,41.5639,0.0,crosses_boundary
SYN-P0059,MS-123301331-310328,0.267718,48.4273,0.0,partial_overlap
SYN-P0059,MS-123301331-392693,0.006042,9.1713,0.0,crosses_boundary
SYN-P0059,MS-123301331-443100,0.0,0.0,2.727,adjacent_no_overlap
SYN-P0060,MS-123301331-109171,0.617078,900.849,0.0,crosses_boundary
SYN-P0060,MS-123301331-215429,0.257244,71.576,0.0,crosses_boundary
SYN-P0060,MS-123301331-41937,0.0,0.0,1.411,adjacent_no_overlap
SYN-P0060,MS-123301331-443044,0.0,0.0,1.297,adjacent_no_overlap
SYN-P0060,MS-123301331-605815,1.0,255.1975,0.0,within_parcel
SYN-P0061,MS-123301331-109197,0.82973,638.3763,0.0,crosses_boundary
SYN-P0061,MS-123301331-351421,0.0,0.0,7.571,adjacent_no_overlap
SYN-P0061,MS-123301331-351423,0.0,0.0,8.407,adjacent_no_overlap
SYN-P0061,MS-123301331-370516,0.0,0.0,4.886,adjacent_no_overlap
SYN-P0061,MS-123301331-440046,0.050279,67.9669,0.0,crosses_boundary
SYN-P0061,MS-123301331-568379,0.0,0.0,6.35,adjacent_no_overlap
SYN-P0061,MS-123301331-612231,0.0,0.0,6.603,adjacent_no_overlap
SYN-P0062,MS-123301331-109228,0.909499,273.6688,0.0,partial_overlap
SYN-P0062,MS-123301331-267225,0.0,0.0,6.439,adjacent_no_overlap
SYN-P0062,MS-123301331-467984,0.0,0.0,2.5,adjacent_no_overlap
SYN-P0062,MS-123301331-487062,0.0,0.0,9.498,adjacent_no_overlap
SYN-P0063,MS-123301331-109245,0.901481,667.1144,0.0,partial_overlap
SYN-P0063,MS-123301331-204370,0.0,0.0,5.446,adjacent_no_overlap
SYN-P0063,MS-123301331-217128,0.0,0.0,5.628,adjacent_no_overlap
SYN-P0063,MS-123301331-316794,0.0,0.0,7.298,adjacent_no_overlap
SYN-P0063,MS-123301331-332725,0.0,0.0,9.752,adjacent_no_overlap
SYN-P0064,MS-123301331-102902,0.0,0.0,9.923,adjacent_no_overlap
SYN-P0064,MS-123301331-109274,0.79592,164.8989,0.0,partial_overlap
SYN-P0064,MS-123301331-121520,0.0,0.0,9.143,adjacent_no_overlap
SYN-P0064,MS-123301331-127398,0.690884,149.7709,0.0,crosses_boundary
SYN-P0064,MS-123301331-134000,0.236513,261.3566,0.0,crosses_boundary
SYN-P0064,MS-123301331-153506,0.048807,46.4887,0.0,crosses_boundary
SYN-P0064,MS-123301331-307414,0.195976,49.5231,0.0,crosses_boundary
SYN-P0064,MS-123301331-483999,0.0,0.0,6.296,adjacent_no_overlap
SYN-P0064,MS-123301331-490264,0.0,0.0,6.085,adjacent_no_overlap
SYN-P0065,MS-123301331-115341,0.952424,686.7776,0.0,partial_overlap
SYN-P0065,MS-123301331-13686,0.697576,562.786,0.0,crosses_boundary
SYN-P0065,MS-123301331-29515,0.0,0.0,3.444,adjacent_no_overlap
SYN-P0065,MS-123301331-376888,0.09157,61.4187,0.0,crosses_boundary
SYN-P0065,MS-123301331-509370,0.02441,21.6557,0.0,crosses_boundary
SYN-P0065,MS-123301331-509375,0.0,0.0,3.409,adjacent_no_overlap
SYN-P0065,MS-123301331-618545,0.185501,456.2507,0.0,crosses_boundary
SYN-P0065,MS-123301331-90092,0.417229,370.2745,0.0,crosses_boundary
SYN-P0066,MS-123301331-115588,0.929212,36.6752,0.0,partial_overlap
SYN-P0066,MS-123301331-185546,0.0,0.0,9.56,adjacent_no_overlap
SYN-P0066,MS-123301331-204343,0.0,0.0,0.237,adjacent_no_overlap
SYN-P0066,MS-123301331-279998,0.02434,22.5987,0.0,crosses_boundary
SYN-P0066,MS-123301331-459218,0.0,0.0,2.03,adjacent_no_overlap
SYN-P0066,MS-123301331-462334,0.0,0.0,6.2,adjacent_no_overlap
SYN-P0066,MS-123301331-47653,0.022628,7.5657,0.0,crosses_boundary
SYN-P0066,MS-123301331-605828,0.0,0.0,2.233,adjacent_no_overlap
SYN-P0067,MS-123301331-121520,0.810831,826.9742,0.0,crosses_boundary
SYN-P0067,MS-123301331-127394,0.0,0.0,6.21,adjacent_no_overlap
SYN-P0067,MS-123301331-134000,0.031245,34.5269,0.0,crosses_boundary
SYN-P0067,MS-123301331-348201,0.311093,836.594,0.0,crosses_boundary
SYN-P0067,MS-123301331-506107,0.0,0.0,7.05,adjacent_no_overlap
SYN-P0067,MS-123301331-587419,0.0,0.0,3.688,adjacent_no_overlap
SYN-P0068,MS-123301331-121859,1.0,75.7105,0.0,within_parcel
SYN-P0068,MS-123301331-127398,0.0,0.0,5.608,adjacent_no_overlap
SYN-P0068,MS-123301331-153506,0.555328,528.9474,0.0,crosses_boundary
SYN-P0068,MS-123301331-392668,0.002945,2.7722,0.0,crosses_boundary
SYN-P0068,MS-123301331-534717,0.0,0.0,9.807,adjacent_no_overlap
SYN-P0068,MS-123301331-587430,0.039758,22.066,0.0,crosses_boundary
SYN-P0069,MS-123301331-121883,0.852399,91.606,0.0,crosses_boundary
SYN-P0069,MS-123301331-121885,0.0,0.0,4.522,adjacent_no_overlap
SYN-P0069,MS-123301331-248500,0.008051,10.5763,0.0,crosses_boundary
SYN-P0069,MS-123301331-399226,0.0,0.0,8.541,adjacent_no_overlap
SYN-P0069,MS-123301331-427646,0.046471,5.8905,0.0,crosses_boundary
SYN-P0069,MS-123301331-590285,0.0,0.0,2.532,adjacent_no_overlap
SYN-P0069,MS-123301331-609034,0.809771,347.956,0.0,crosses_boundary
SYN-P0070,MS-123301331-121971,1.0,170.6909,0.0,within_parcel
SYN-P0070,MS-123301331-186025,0.03036,237.2515,0.0,partial_overlap
SYN-P0070,MS-123301331-191536,0.0,0.0,9.167,adjacent_no_overlap
SYN-P0070,MS-123301331-248576,0.0,0.0,3.067,adjacent_no_overlap
SYN-P0070,MS-123301331-298198,0.185937,22.2114,0.0,partial_overlap
SYN-P0070,MS-123301331-310353,0.009666,7.7102,0.0,partial_overlap
SYN-P0070,MS-123301331-35991,0.110289,104.5309,0.0,crosses_boundary
SYN-P0070,MS-123301331-395986,0.137232,79.8289,0.0,crosses_boundary
SYN-P0070,MS-123301331-918,0.0,0.0,6.79,adjacent_no_overlap
SYN-P0071,MS-123301331-127390,0.988954,77.619,0.0,partial_overlap
SYN-P0071,MS-123301331-134000,0.207182,228.9447,0.0,crosses_boundary
SYN-P0071,MS-123301331-273327,0.0,0.0,5.86,adjacent_no_overlap
SYN-P0071,MS-123301331-351430,0.0,0.0,1.206,adjacent_no_overlap
SYN-P0071,MS-123301331-415236,0.0,0.0,2.47,adjacent_no_overlap
SYN-P0071,MS-123301331-483999,0.340446,566.1987,0.0,crosses_boundary
SYN-P0072,MS-123301331-121520,0.116996,119.3255,0.0,crosses_boundary
SYN-P0072,MS-123301331-127394,1.0,107.0382,0.0,within_parcel
SYN-P0072,MS-123301331-127398,0.309116,67.0105,0.0,crosses_boundary
SYN-P0072,MS-123301331-134000,0.0,0.0,4.112,adjacent_no_overlap
SYN-P0072,MS-123301331-153506,0.026942,25.6626,0.0,crosses_boundary
SYN-P0072,MS-123301331-348201,0.027789,74.7295,0.0,crosses_boundary
SYN-P0072,MS-123301331-392668,0.0,0.0,0.929,adjacent_no_overlap
SYN-P0072,MS-123301331-506107,1.0,43.4838,0.0,within_parcel
SYN-P0072,MS-123301331-531419,0.630322,156.0804,0.0,crosses_boundary
SYN-P0073,MS-123301331-127470,0.87935,414.8702,0.0,crosses_boundary
SYN-P0073,MS-123301331-185634,0.0,0.0,5.348,adjacent_no_overlap
SYN-P0073,MS-123301331-217162,0.0,0.0,3.865,adjacent_no_overlap
SYN-P0073,MS-123301331-436844,0.0,0.0,4.01,adjacent_no_overlap
SYN-P0073,MS-123301331-571681,0.0,0.0,7.414,adjacent_no_overlap
SYN-P0073,MS-123301331-7304,0.0,0.0,4.144,adjacent_no_overlap
SYN-P0073,MS-123301331-77232,0.0,0.0,9.919,adjacent_no_overlap
SYN-P0074,MS-123301331-128469,1.0,38.5081,0.0,within_parcel
SYN-P0074,MS-123301331-236368,0.113994,91.9413,0.0,crosses_boundary
SYN-P0074,MS-123301331-480791,0.0,0.0,1.81,adjacent_no_overlap
SYN-P0074,MS-123301331-541059,0.0,0.0,7.333,adjacent_no_overlap
SYN-P0074,MS-123301331-58214,0.021944,2.5043,0.0,crosses_boundary
SYN-P0074,MS-123301331-584403,0.050333,11.6328,0.0,crosses_boundary
SYN-P0074,MS-123301331-83672,0.0,0.0,9.541,adjacent_no_overlap
SYN-P0074,MS-123301331-90403,0.0,0.0,8.749,adjacent_no_overlap
SYN-P0075,MS-123301331-128483,1.0,345.257,0.0,within_parcel
SYN-P0076,MS-123301331-134076,0.999823,271.6531,0.0,within_parcel
SYN-P0076,MS-123301331-173045,0.195628,264.3186,0.0,crosses_boundary
SYN-P0076,MS-123301331-23319,0.0,0.0,6.227,adjacent_no_overlap
SYN-P0076,MS-123301331-35949,0.0,0.0,8.296,adjacent_no_overlap
SYN-P0076,MS-123301331-412109,0.091989,25.7737,0.0,crosses_boundary
SYN-P0076,MS-123301331-565195,0.0,0.0,9.058,adjacent_no_overlap
SYN-P0076,MS-123301331-596224,0.0,0.0,4.833,adjacent_no_overlap
SYN-P0077,MS-123301331-128425,0.515317,218.5408,0.0,crosses_boundary
SYN-P0077,MS-123301331-134929,0.999489,240.1904,0.0,within_parcel
SYN-P0077,MS-123301331-191424,0.0,0.0,1.735,adjacent_no_overlap
SYN-P0077,MS-123301331-204302,0.001372,0.7539,0.0,partial_overlap
SYN-P0077,MS-123301331-248045,0.000193,0.0457,0.0,partial_overlap
SYN-P0077,MS-123301331-364367,0.0,0.0,2.374,adjacent_no_overlap
SYN-P0077,MS-123301331-474401,0.038882,69.7626,0.0,crosses_boundary
SYN-P0078,MS-123301331-135087,1.0,22.1252,0.0,within_parcel
SYN-P0078,MS-123301331-173054,0.0,0.0,8.067,adjacent_no_overlap
SYN-P0078,MS-123301331-197952,0.348335,134.792,0.0,partial_overlap
SYN-P0078,MS-123301331-316818,0.11875,9.0232,0.0,partial_overlap
SYN-P0078,MS-123301331-471259,0.787091,23.2949,0.0,partial_overlap
SYN-P0078,MS-123301331-612300,0.572353,12.2687,0.0,partial_overlap
SYN-P0079,MS-123301331-141465,0.679147,396.5597,0.0,crosses_boundary
SYN-P0079,MS-123301331-198575,0.0,0.0,2.845,adjacent_no_overlap
SYN-P0079,MS-123301331-418287,0.036232,24.1788,0.0,crosses_boundary
SYN-P0079,MS-123301331-452830,0.0,0.0,4.188,adjacent_no_overlap
SYN-P0079,MS-123301331-58204,0.0,0.0,8.356,adjacent_no_overlap
SYN-P0080,MS-123301331-147164,0.994368,786.6136,0.0,crosses_boundary
SYN-P0080,MS-123301331-154083,0.0,0.0,8.288,adjacent_no_overlap
SYN-P0080,MS-123301331-273321,0.0,0.0,4.521,adjacent_no_overlap
SYN-P0081,MS-123301331-147200,0.84304,561.6056,0.0,crosses_boundary
SYN-P0081,MS-123301331-279729,0.0,0.0,9.044,adjacent_no_overlap
SYN-P0081,MS-123301331-618573,0.0,0.0,3.941,adjacent_no_overlap
SYN-P0082,MS-123301331-147216,0.874337,295.5793,0.0,crosses_boundary
SYN-P0082,MS-123301331-217128,0.0,0.0,8.298,adjacent_no_overlap
SYN-P0082,MS-123301331-348217,0.215412,23.7963,0.0,crosses_boundary
SYN-P0082,MS-123301331-370532,0.0,0.0,6.883,adjacent_no_overlap
SYN-P0082,MS-123301331-502924,0.0,0.0,8.932,adjacent_no_overlap
SYN-P0082,MS-123301331-565167,0.0,0.0,6.839,adjacent_no_overlap
SYN-P0082,MS-123301331-83682,0.0,0.0,3.057,adjacent_no_overlap
SYN-P0083,MS-123301331-10265,0.0,0.0,2.745,adjacent_no_overlap
SYN-P0083,MS-123301331-141495,0.004365,4.2148,0.0,crosses_boundary
SYN-P0083,MS-123301331-147216,0.0,0.0,6.431,adjacent_no_overlap
SYN-P0083,MS-123301331-147867,1.0,25.8029,0.0,within_parcel
SYN-P0083,MS-123301331-179887,0.080303,14.6287,0.0,crosses_boundary
SYN-P0083,MS-123301331-248099,0.1439,81.5069,0.0,crosses_boundary
SYN-P0083,MS-123301331-329476,0.154278,50.9116,0.0,crosses_boundary
SYN-P0083,MS-123301331-348217,0.0,0.0,0.032,adjacent_no_overlap
SYN-P0084,MS-123301331-103287,0.0,0.0,3.519,adjacent_no_overlap
SYN-P0084,MS-123301331-109334,0.090424,15.4652,0.0,crosses_boundary
SYN-P0084,MS-123301331-147889,0.910949,425.1769,0.0,crosses_boundary
SYN-P0084,MS-123301331-154169,0.353095,152.9063,0.0,crosses_boundary
SYN-P0084,MS-123301331-267311,0.0,0.0,9.902,adjacent_no_overlap
SYN-P0084,MS-123301331-392693,0.0,0.0,4.496,adjacent_no_overlap
SYN-P0084,MS-123301331-443100,0.0,0.0,4.888,adjacent_no_overlap
SYN-P0085,MS-123301331-153472,1.0,134.5006,0.0,within_parcel
SYN-P0085,MS-123301331-210732,0.069491,20.6463,0.0,crosses_boundary
SYN-P0085,MS-123301331-304401,0.0,0.0,8.304,adjacent_no_overlap
SYN-P0085,MS-123301331-348185,0.180568,136.2937,0.0,crosses_boundary
SYN-P0085,MS-123301331-39568,0.147834,110.058,0.0,crosses_boundary
SYN-P0085,MS-123301331-474401,0.0,0.0,8.723,adjacent_no_overlap
SYN-P0086,MS-123301331-102890,0.136594,165.0578,0.0,crosses_boundary
SYN-P0086,MS-123301331-13686,0.0,0.0,8.701,adjacent_no_overlap
SYN-P0086,MS-123301331-153484,1.0,19.2318,0.0,within_parcel
SYN-P0086,MS-123301331-338879,0.0,0.0,6.003,adjacent_no_overlap
SYN-P0086,MS-123301331-376888,0.542572,363.9183,0.0,crosses_boundary
SYN-P0086,MS-123301331-509375,0.935035,863.186,0.0,partial_overlap
SYN-P0087,MS-123301331-153502,0.703894,328.0419,0.0,crosses_boundary
SYN-P0087,MS-123301331-279998,0.064017,59.4375,0.0,crosses_boundary
SYN-P0087,MS-123301331-33058,0.483251,416.853,0.0,crosses_boundary
SYN-P0087,MS-123301331-462334,0.0,0.0,5.421,adjacent_no_overlap
SYN-P0087,MS-123301331-47653,0.0,0.0,0.817,adjacent_no_overlap
SYN-P0087,MS-123301331-584392,0.039262,8.1846,0.0,crosses_boundary
SYN-P0087,MS-123301331-77134,0.0,0.0,1.281,adjacent_no_overlap
SYN-P0088,MS-123301331-128437,0.3267,590.0537,0.0,crosses_boundary
SYN-P0088,MS-123301331-154079,1.0,146.889,0.0,within_parcel
SYN-P0088,MS-123301331-198547,0.633816,23.2643,0.0,crosses_boundary
SYN-P0088,MS-123301331-41963,0.00933,1.7231,0.0,crosses_boundary
SYN-P0088,MS-123301331-483987,0.0,0.0,0.471,adjacent_no_overlap
SYN-P0088,MS-123301331-57919,0.0,0.0,1.384,adjacent_no_overlap
SYN-P0089,MS-123301331-147164,0.000839,0.6637,0.0,partial_overlap
SYN-P0089,MS-123301331-154083,0.95479,228.0399,0.0,partial_overlap
SYN-P0089,MS-123301331-20318,0.002129,1.1998,0.0,crosses_boundary
SYN-P0089,MS-123301331-273321,0.0,0.0,6.977,adjacent_no_overlap
SYN-P0089,MS-123301331-405609,0.0,0.0,4.377,adjacent_no_overlap
SYN-P0089,MS-123301331-556862,0.435903,128.0983,0.0,crosses_boundary
SYN-P0090,MS-123301331-109239,0.087229,3.5172,0.0,crosses_boundary
SYN-P0090,MS-123301331-166628,0.887464,30.9108,0.0,partial_overlap
SYN-P0090,MS-123301331-204370,0.012328,3.0344,0.0,crosses_boundary
SYN-P0090,MS-123301331-361187,0.0,0.0,7.084,adjacent_no_overlap
SYN-P0090,MS-123301331-565167,0.001322,0.1757,0.0,partial_overlap
SYN-P0090,MS-123301331-77190,0.0,0.0,2.359,adjacent_no_overlap
SYN-P0090,MS-123301331-83682,0.0,0.0,5.086,adjacent_no_overlap
SYN-P0091,MS-123301331-115341,0.000111,0.0798,0.0,partial_overlap
SYN-P0091,MS-123301331-172942,0.92045,373.8652,0.0,crosses_boundary
SYN-P0091,MS-123301331-29515,0.505058,148.769,0.0,crosses_boundary
SYN-P0091,MS-123301331-357927,0.0,0.0,5.992,adjacent_no_overlap
SYN-P0091,MS-123301331-373598,0.0,0.0,0.208,adjacent_no_overlap
SYN-P0091,MS-123301331-618545,0.000182,0.4472,0.0,partial_overlap
SYN-P0092,MS-123301331-172954,0.862979,457.4285,0.0,crosses_boundary
SYN-P0092,MS-123301331-26826,0.0,0.0,8.902,adjacent_no_overlap
SYN-P0092,MS-123301331-33022,0.0,0.0,1.626,adjacent_no_overlap
SYN-P0092,MS-123301331-351416,0.00505,1.181,0.0,crosses_boundary
SYN-P0092,MS-123301331-443057,0.001456,0.408,0.0,partial_overlap
SYN-P0092,MS-123301331-462326,0.052207,9.8179,0.0,crosses_boundary
SYN-P0092,MS-123301331-70919,0.0,0.0,1.402,adjacent_no_overlap
SYN-P0093,MS-123301331-134076,0.000177,0.0481,0.0,partial_overlap
SYN-P0093,MS-123301331-173045,0.621444,839.6496,0.0,crosses_boundary
SYN-P0093,MS-123301331-230032,0.000108,0.0539,0.0,partial_overlap
SYN-P0093,MS-123301331-23323,0.0,0.0,2.003,adjacent_no_overlap
SYN-P0093,MS-123301331-565195,0.0,0.0,8.329,adjacent_no_overlap
SYN-P0094,MS-123301331-173054,1.0,68.4235,0.0,within_parcel
SYN-P0094,MS-123301331-248161,0.841846,40.322,0.0,crosses_boundary
SYN-P0094,MS-123301331-593045,0.012032,345.967,0.0,crosses_boundary
SYN-P0095,MS-123301331-10265,0.000401,0.0611,0.0,partial_overlap
SYN-P0095,MS-123301331-141495,0.087361,84.3636,0.0,crosses_boundary
SYN-P0095,MS-123301331-147867,0.0,0.0,1.486,adjacent_no_overlap
SYN-P0095,MS-123301331-179887,0.919697,167.5398,0.0,crosses_boundary
SYN-P0095,MS-123301331-248099,0.702923,398.1464,0.0,crosses_boundary
SYN-P0095,MS-123301331-496570,0.0,0.0,5.409,adjacent_no_overlap
SYN-P0095,MS-123301331-96983,0.0,0.0,7.826,adjacent_no_overlap
SYN-P0096,MS-123301331-185546,0.999591,197.3076,0.0,within_parcel
SYN-P0096,MS-123301331-215469,0.0,0.0,0.634,adjacent_no_overlap
SYN-P0096,MS-123301331-279998,0.0,0.0,0.024,adjacent_no_overlap
SYN-P0096,MS-123301331-41977,0.0,0.0,4.222,adjacent_no_overlap
SYN-P0096,MS-123301331-462333,0.085098,41.9114,0.0,crosses_boundary
SYN-P0096,MS-123301331-605828,0.03581,22.9697,0.0,crosses_boundary
SYN-P0097,MS-123301331-127470,0.0,0.0,0.109,adjacent_no_overlap
SYN-P0097,MS-123301331-185634,1.0,137.8493,0.0,within_parcel
SYN-P0097,MS-123301331-217162,0.0,0.0,7.685,adjacent_no_overlap
SYN-P0097,MS-123301331-223576,0.0,0.0,9.312,adjacent_no_overlap
SYN-P0097,MS-123301331-436844,0.0,0.0,2.936,adjacent_no_overlap
SYN-P0097,MS-123301331-565192,0.874484,97.3439,0.0,crosses_boundary
SYN-P0098,MS-123301331-186013,0.872092,160.0013,0.0,crosses_boundary
SYN-P0098,MS-123301331-223574,0.0,0.0,1.218,adjacent_no_overlap
SYN-P0098,MS-123301331-468034,0.078241,39.3863,0.0,crosses_boundary
SYN-P0098,MS-123301331-581245,0.467172,380.1921,0.0,crosses_boundary
SYN-P0099,MS-123301331-191424,0.709931,254.1329,0.0,partial_overlap
SYN-P0099,MS-123301331-26828,0.0,0.0,0.096,adjacent_no_overlap
SYN-P0099,MS-123301331-364367,0.0,0.0,4.842,adjacent_no_overlap
SYN-P0099,MS-123301331-367530,0.085349,128.1195,0.0,crosses_boundary
SYN-P0099,MS-123301331-45742,0.0,0.0,2.403,adjacent_no_overlap
SYN-P0099,MS-123301331-487069,0.0,0.0,8.482,adjacent_no_overlap
SYN-P0099,MS-123301331-537840,0.560269,271.8367,0.0,crosses_boundary
SYN-P0100,MS-123301331-16641,0.0,0.0,6.475,adjacent_no_overlap
SYN-P0100,MS-123301331-197808,0.966642,264.2092,0.0,partial_overlap
SYN-P0100,MS-123301331-210710,0.0,0.0,7.404,adjacent_no_overlap
SYN-P0100,MS-123301331-522103,0.376631,610.1122,0.0,crosses_boundary
SYN-P0100,MS-123301331-541033,0.0,0.0,6.257,adjacent_no_overlap
SYN-P0100,MS-123301331-58174,0.116938,133.4418,0.0,crosses_boundary
SYN-P0101,MS-123301331-197936,0.933277,39.3482,0.0,partial_overlap
SYN-P0102,MS-123301331-197944,0.658874,501.692,0.0,crosses_boundary
SYN-P0102,MS-123301331-221975,0.004162,21.9072,0.0,crosses_boundary
SYN-P0102,MS-123301331-288596,0.106941,33.066,0.0,crosses_boundary
SYN-P0103,MS-123301331-141465,0.054386,31.7567,0.0,crosses_boundary
SYN-P0103,MS-123301331-198575,0.563253,50.2767,0.0,partial_overlap
SYN-P0103,MS-123301331-228441,0.042388,14.6232,0.0,crosses_boundary
SYN-P0103,MS-123301331-418287,0.09775,65.2326,0.0,crosses_boundary
SYN-P0103,MS-123301331-446355,0.0,0.0,7.918,adjacent_no_overlap
SYN-P0103,MS-123301331-58204,0.029366,8.3372,0.0,crosses_boundary
SYN-P0104,MS-123301331-154059,0.0,0.0,4.159,adjacent_no_overlap
SYN-P0104,MS-123301331-204288,0.863674,177.7726,0.0,partial_overlap
SYN-P0104,MS-123301331-267225,0.0,0.0,5.885,adjacent_no_overlap
SYN-P0104,MS-123301331-424453,0.0,0.0,0.171,adjacent_no_overlap
SYN-P0105,MS-123301331-128425,0.139879,59.3213,0.0,crosses_boundary
SYN-P0105,MS-123301331-134929,0.0,0.0,3.88,adjacent_no_overlap
SYN-P0105,MS-123301331-20306,0.0,0.0,4.175,adjacent_no_overlap
SYN-P0105,MS-123301331-204302,0.829621,455.8069,0.0,crosses_boundary
SYN-P0105,MS-123301331-248045,0.007212,1.7026,0.0,crosses_boundary
SYN-P0105,MS-123301331-47637,0.0,0.0,6.934,adjacent_no_overlap
SYN-P0106,MS-123301331-102890,0.001884,2.2767,0.0,crosses_boundary
SYN-P0106,MS-123301331-121837,0.0,0.0,6.105,adjacent_no_overlap
SYN-P0106,MS-123301331-128437,0.345992,624.8972,0.0,crosses_boundary
SYN-P0106,MS-123301331-20318,0.78223,440.8324,0.0,crosses_boundary
SYN-P0106,MS-123301331-204310,0.920723,407.8817,0.0,partial_overlap
SYN-P0106,MS-123301331-301266,0.294911,131.5487,0.0,crosses_boundary
SYN-P0106,MS-123301331-499640,0.397764,100.0795,0.0,crosses_boundary
SYN-P0107,MS-123301331-159930,0.24393,363.8766,0.0,crosses_boundary
SYN-P0107,MS-123301331-204314,0.987739,364.9177,0.0,crosses_boundary
SYN-P0107,MS-123301331-273321,0.050794,28.9622,0.0,crosses_boundary
SYN-P0107,MS-123301331-402401,0.26152,81.1644,0.0,crosses_boundary
SYN-P0107,MS-123301331-405609,0.0,0.0,3.138,adjacent_no_overlap
SYN-P0107,MS-123301331-433749,0.039265,46.0724,0.0,crosses_boundary
SYN-P0107,MS-123301331-556862,0.19398,57.0048,0.0,crosses_boundary
SYN-P0108,MS-123301331-115588,0.0,0.0,6.982,adjacent_no_overlap
SYN-P0108,MS-123301331-197856,0.072152,100.6908,0.0,crosses_boundary
SYN-P0108,MS-123301331-204343,0.994661,153.0543,0.0,partial_overlap
SYN-P0108,MS-123301331-301266,0.0,0.0,9.077,adjacent_no_overlap
SYN-P0108,MS-123301331-459218,0.0,0.0,3.066,adjacent_no_overlap
SYN-P0108,MS-123301331-462334,0.0,0.0,1.185,adjacent_no_overlap
SYN-P0108,MS-123301331-47653,0.022981,7.6838,0.0,crosses_boundary
SYN-P0109,MS-123301331-121885,0.159321,61.5957,0.0,crosses_boundary
SYN-P0109,MS-123301331-140618,0.295667,743.5564,0.0,crosses_boundary
SYN-P0109,MS-123301331-204352,0.92929,709.7444,0.0,partial_overlap
SYN-P0109,MS-123301331-241517,0.078567,19.5564,0.0,crosses_boundary
SYN-P0109,MS-123301331-248500,0.0,0.0,3.629,adjacent_no_overlap
SYN-P0109,MS-123301331-399226,0.0,0.0,4.479,adjacent_no_overlap
SYN-P0109,MS-123301331-52146,0.0,0.0,2.137,adjacent_no_overlap
SYN-P0109,MS-123301331-609034,0.0,0.0,5.236,adjacent_no_overlap
SYN-P0109,MS-123301331-64389,0.026484,17.5095,0.0,crosses_boundary
SYN-P0110,MS-123301331-109239,0.778916,31.4068,0.0,crosses_boundary
SYN-P0110,MS-123301331-109245,0.000327,0.242,0.0,partial_overlap
SYN-P0110,MS-123301331-166628,0.0,0.0,5.678,adjacent_no_overlap
SYN-P0110,MS-123301331-204370,0.659565,162.3402,0.0,crosses_boundary
SYN-P0110,MS-123301331-77190,0.078473,106.1022,0.0,crosses_boundary
SYN-P0110,MS-123301331-83682,0.0,0.0,8.29,adjacent_no_overlap
SYN-P0111,MS-123301331-153472,0.0,0.0,0.694,adjacent_no_overlap
SYN-P0111,MS-123301331-210732,0.930509,276.4606,0.0,crosses_boundary
SYN-P0111,MS-123301331-348185,0.0,0.0,7.783,adjacent_no_overlap
SYN-P0111,MS-123301331-39568,0.748339,557.1176,0.0,crosses_boundary
SYN-P0111,MS-123301331-474401,0.051828,92.99,0.0,crosses_boundary
SYN-P0111,MS-123301331-502885,0.0,0.0,7.079,adjacent_no_overlap
SYN-P0112,MS-123301331-102902,0.0,0.0,9.641,adjacent_no_overlap
SYN-P0112,MS-123301331-215485,1.0,61.8941,0.0,within_parcel
SYN-P0112,MS-123301331-357944,0.0,0.0,6.701,adjacent_no_overlap
SYN-P0112,MS-123301331-367548,0.004886,0.7579,0.0,partial_overlap
SYN-P0112,MS-123301331-373615,0.022686,11.8323,0.0,crosses_boundary
SYN-P0112,MS-123301331-490264,0.0,0.0,8.07,adjacent_no_overlap
SYN-P0112,MS-123301331-512628,0.561185,636.5173,0.0,crosses_boundary
SYN-P0112,MS-123301331-90118,0.002868,1.9991,0.0,crosses_boundary
SYN-P0113,MS-123301331-215557,1.0,87.2871,0.0,within_parcel
SYN-P0113,MS-123301331-541088,0.0,0.0,4.833,adjacent_no_overlap
SYN-P0114,MS-123301331-217074,1.0,300.9611,0.0,within_parcel
SYN-P0114,MS-123301331-33016,0.0,0.0,4.686,adjacent_no_overlap
SYN-P0114,MS-123301331-474400,0.0,0.0,2.033,adjacent_no_overlap
SYN-P0114,MS-123301331-499630,0.145659,283.7958,0.0,crosses_boundary
SYN-P0114,MS-123301331-618545,0.079074,194.4871,0.0,crosses_boundary
SYN-P0114,MS-123301331-621524,0.643908,57.7256,0.0,crosses_boundary
SYN-P0115,MS-123301331-115588,0.0,0.0,9.125,adjacent_no_overlap
SYN-P0115,MS-123301331-121837,0.234127,68.9293,0.0,crosses_boundary
SYN-P0115,MS-123301331-147164,0.004793,3.7915,0.0,crosses_boundary
SYN-P0115,MS-123301331-217092,1.0,75.4136,0.0,within_parcel
SYN-P0115,MS-123301331-459218,0.0,0.0,1.637,adjacent_no_overlap
SYN-P0115,MS-123301331-605828,0.004251,2.7268,0.0,crosses_boundary
SYN-P0116,MS-123301331-127470,0.044499,20.9942,0.0,crosses_boundary
SYN-P0116,MS-123301331-185634,0.0,0.0,7.132,adjacent_no_overlap
SYN-P0116,MS-123301331-217162,0.99858,187.8939,0.0,partial_overlap
SYN-P0116,MS-123301331-7304,0.0,0.0,1.034,adjacent_no_overlap
SYN-P0117,MS-123301331-221953,0.997225,202.62,0.0,crosses_boundary
